,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_driving_minutes,google_driving_miles
6823,Rosslyn,38.9,-77.07,Bethesda,38.98,-77.09,32.87,7.72
6919,Shady Grove,39.12,-77.16,Bethesda,38.98,-77.09,23.93,14.5
7111,Silver Spring,38.99,-77.03,Bethesda,38.98,-77.09,16.23,4.17
7303,Southern Ave,38.84,-76.98,Bethesda,38.98,-77.09,45.57,29.82
7399,Spring Hill,38.93,-77.24,Bethesda,38.98,-77.09,23.02,14.49
7495,Stadium-Armory,38.89,-76.98,Bethesda,38.98,-77.09,33.42,23.81
7591,Suitland,38.84,-76.93,Bethesda,38.98,-77.09,39.78,30.51
7687,Takoma,38.98,-77.02,Bethesda,38.98,-77.09,19.6,5.37
7783,Tenleytown-AU,38.95,-77.08,Bethesda,38.98,-77.09,13.13,2.81
7879,Twinbrook,39.06,-77.12,Bethesda,38.98,-77.09,20.72,5.93
7975,Tysons Corner,38.92,-77.22,Bethesda,38.98,-77.09,21.77,13.46
8071,U Street,38.92,-77.03,Bethesda,38.98,-77.09,30.67,7.4
8167,Union Station,38.9,-77.01,Bethesda,38.98,-77.09,42.2,8.98
8263,Van Dorn Street,38.8,-77.13,Bethesda,38.98,-77.09,35.93,26.39
8455,Vienna,38.88,-77.27,Bethesda,38.98,-77.09,31.72,22.78
8551,Virginia Sq-GMU,38.88,-77.1,Bethesda,38.98,-77.09,34.03,10.09
8743,West Falls Church,38.9,-77.19,Bethesda,38.98,-77.09,26.95,18.06
8839,West Hyattsville,38.96,-76.97,Bethesda,38.98,-77.09,32.57,8.69
8935,Wheaton,39.04,-77.05,Bethesda,38.98,-77.09,19.68,5.81
9031,White Flint,39.05,-77.11,Bethesda,38.98,-77.09,15.37,4.55
9127,Wiehle-Reston East,38.95,-77.34,Bethesda,38.98,-77.09,27.07,19.63
9223,Woodley Park,38.92,-77.05,Bethesda,38.98,-77.09,23.23,6.25
7,Addison Road,38.89,-76.9,Braddock Road,38.81,-77.05,29.0,19.46
103,Anacostia,38.86,-77.0,Braddock Road,38.81,-77.05,17.23,9.1
199,Archives,38.89,-77.02,Braddock Road,38.81,-77.05,14.5,7.21
4616,Archives,38.89,-77.02,Braddock Road,38.81,-77.05,12.58,6.62
295,Arlington Cemetery,38.88,-77.06,Braddock Road,38.81,-77.05,12.43,6.77
391,Ashburn,39.0,-77.49,Braddock Road,38.81,-77.05,39.88,35.01
487,Ballston-MU,38.88,-77.11,Braddock Road,38.81,-77.05,23.08,7.32
583,Benning Road,38.89,-76.94,Braddock Road,38.81,-77.05,27.33,15.0
679,Bethesda,38.98,-77.09,Braddock Road,38.81,-77.05,39.27,14.96
872,Branch Ave,38.83,-76.91,Braddock Road,38.81,-77.05,19.33,10.6
968,Brookland-CUA,38.93,-76.99,Braddock Road,38.81,-77.05,26.2,11.18
1064,Capitol Heights,38.89,-76.91,Braddock Road,38.81,-77.05,29.18,15.5
1160,Capitol South,38.89,-77.01,Braddock Road,38.81,-77.05,16.23,8.06
1256,Cheverly,38.92,-76.92,Braddock Road,38.81,-77.05,26.58,15.01
1352,Clarendon,38.89,-77.1,Braddock Road,38.81,-77.05,17.57,8.54
1448,Cleveland Park,38.94,-77.06,Braddock Road,38.81,-77.05,22.88,11.14
8360,Cleveland Park,38.94,-77.06,Braddock Road,38.81,-77.05,25.67,11.78
1544,College Park-U of Md,38.98,-76.93,Braddock Road,38.81,-77.05,38.25,18.54
1640,Columbia Heights,38.93,-77.03,Braddock Road,38.81,-77.05,28.53,9.11
1736,Congress Heights,38.85,-76.99,Braddock Road,38.81,-77.05,20.17,8.64
1832,Court House,38.89,-77.09,Braddock Road,38.81,-77.05,14.93,7.95
1928,Crystal City,38.86,-77.05,Braddock Road,38.81,-77.05,13.13,3.3
2024,Deanwood,38.91,-76.93,Braddock Road,38.81,-77.05,27.98,14.44
2120,Dulles Airport,38.96,-77.45,Braddock Road,38.81,-77.05,39.43,32.33
2216,Dunn Loring,38.88,-77.23,Braddock Road,38.81,-77.05,22.77,17.15
2312,Dupont Circle,38.91,-77.04,Braddock Road,38.81,-77.05,20.37,9.18
2408,East Falls Church,38.89,-77.16,Braddock Road,38.81,-77.05,19.85,12.67
2504,Eastern Market,38.88,-77.0,Braddock Road,38.81,-77.05,16.77,8.69
2600,Eisenhower Ave,38.8,-77.07,Braddock Road,38.81,-77.05,10.3,1.94
2696,Farragut West,38.9,-77.04,Braddock Road,38.81,-77.05,20.33,7.82
2792,Farragut West,38.9,-77.04,Braddock Road,38.81,-77.05,19.55,8.34
2888,Waterfront,38.88,-77.02,Braddock Road,38.81,-77.05,13.33,7.21
8648,Waterfront,38.88,-77.02,Braddock Road,38.81,-77.05,16.02,7.13
2984,Smithsonian,38.89,-77.03,Braddock Road,38.81,-77.05,14.72,7.31
7208,Smithsonian,38.89,-77.03,Braddock Road,38.81,-77.05,13.4,6.49
3080,Foggy Bottom-GWU,38.9,-77.05,Braddock Road,38.81,-77.05,16.28,7.82
3176,Forest Glen,39.02,-77.04,Braddock Road,38.81,-77.05,37.1,27.18
3272,Fort Totten,38.95,-77.0,Braddock Road,38.81,-77.05,31.52,12.8
3368,Franconia-Springfield,38.77,-77.17,Braddock Road,38.81,-77.05,21.68,11.01
3464,Friendship Heights,38.96,-77.09,Braddock Road,38.81,-77.05,31.9,13.32
3560,Gallery Place,38.9,-77.02,Braddock Road,38.81,-77.05,16.5,7.51
4424,Gallery Place,38.9,-77.02,Braddock Road,38.81,-77.05,15.33,7.98
3656,Georgia Ave-Petworth,38.94,-77.02,Braddock Road,38.81,-77.05,29.7,10.13
3752,Glenmont,39.06,-77.05,Braddock Road,38.81,-77.05,48.12,30.13
3848,Greenbelt,39.01,-76.91,Braddock Road,38.81,-77.05,37.28,29.73
3944,Greensboro,38.92,-77.23,Braddock Road,38.81,-77.05,28.67,21.03
4040,Grosvenor-Strathmore,39.03,-77.1,Braddock Road,38.81,-77.05,38.45,25.3
4136,Herndon,38.95,-77.38,Braddock Road,38.81,-77.05,33.0,27.95
4232,Huntington,38.79,-77.08,Braddock Road,38.81,-77.05,13.95,2.94
4328,Innovation Center,38.96,-77.42,Braddock Road,38.81,-77.05,39.15,30.72
4520,King St-Old Town,38.81,-77.06,Braddock Road,38.81,-77.05,6.9,1.0
4712,Landover,38.93,-76.89,Braddock Road,38.81,-77.05,31.9,21.49
4808,Largo Town Center,38.9,-76.85,Braddock Road,38.81,-77.05,27.75,18.97
4904,Loudoun Gateway,38.99,-77.46,Braddock Road,38.81,-77.05,41.82,34.52
5000,McLean,38.92,-77.21,Braddock Road,38.81,-77.05,26.85,20.45
5096,Metro Center,38.9,-77.03,Braddock Road,38.81,-77.05,18.13,7.46
5288,Metro Center,38.9,-77.03,Braddock Road,38.81,-77.05,17.25,7.19
5192,Medical Center,39.0,-77.1,Braddock Road,38.81,-77.05,37.33,24.95
5384,Minnesota Ave,38.9,-76.95,Braddock Road,38.81,-77.05,23.28,12.54
5480,Morgan Boulevard,38.89,-76.87,Braddock Road,38.81,-77.05,27.42,18.22
5576,Shaw-Howard U,38.91,-77.02,Braddock Road,38.81,-77.05,18.32,8.86
7016,Shaw-Howard U,38.91,-77.02,Braddock Road,38.81,-77.05,21.4,9.41
5672,Navy Yard-Ballpark,38.88,-77.01,Braddock Road,38.81,-77.05,15.95,8.02
5768,Naylor Road,38.85,-76.96,Braddock Road,38.81,-77.05,22.22,12.33
5864,New Carrollton,38.95,-76.87,Braddock Road,38.81,-77.05,31.98,22.84
5960,NoMa-Gallaudet U,38.91,-77.0,Braddock Road,38.81,-77.05,22.28,9.48
6056,Pentagon,38.87,-77.05,Braddock Road,38.81,-77.05,13.67,6.25
6152,Pentagon City,38.86,-77.06,Braddock Road,38.81,-77.05,15.37,3.91
6248,Potomac Ave,38.88,-76.99,Braddock Road,38.81,-77.05,17.87,8.85
6344,Prince George's Plaza,38.97,-76.96,Braddock Road,38.81,-77.05,37.68,18.33
6440,Reston Town Center,38.95,-77.36,Braddock Road,38.81,-77.05,41.97,36.36
6536,Rhode Island Ave,38.92,-77.0,Braddock Road,38.81,-77.05,27.95,10.74
6632,Rockville,39.08,-77.15,Braddock Road,38.81,-77.05,40.55,26.69
6728,Ronald Reagan Washington National Airport,38.85,-77.04,Braddock Road,38.81,-77.05,9.33,3.68
6824,Rosslyn,38.9,-77.07,Braddock Road,38.81,-77.05,13.78,7.18
6920,Shady Grove,39.12,-77.16,Braddock Road,38.81,-77.05,42.8,31.57
7112,Silver Spring,38.99,-77.03,Braddock Road,38.81,-77.05,41.27,16.57
7304,Southern Ave,38.84,-76.98,Braddock Road,38.81,-77.05,21.52,9.85
7400,Spring Hill,38.93,-77.24,Braddock Road,38.81,-77.05,26.55,20.33
7496,Stadium-Armory,38.89,-76.98,Braddock Road,38.81,-77.05,19.3,11.82
7592,Suitland,38.84,-76.93,Braddock Road,38.81,-77.05,22.15,10.28
7688,Takoma,38.98,-77.02,Braddock Road,38.81,-77.05,34.82,13.85
7784,Tenleytown-AU,38.95,-77.08,Braddock Road,38.81,-77.05,27.95,12.41
7880,Twinbrook,39.06,-77.12,Braddock Road,38.81,-77.05,40.52,26.6
7976,Tysons Corner,38.92,-77.22,Braddock Road,38.81,-77.05,25.72,19.73
8072,U Street,38.92,-77.03,Braddock Road,38.81,-77.05,24.0,8.93
8168,Union Station,38.9,-77.01,Braddock Road,38.81,-77.05,19.02,8.33
8264,Van Dorn Street,38.8,-77.13,Braddock Road,38.81,-77.05,16.32,5.16
8456,Vienna,38.88,-77.27,Braddock Road,38.81,-77.05,30.8,24.06
8552,Virginia Sq-GMU,38.88,-77.1,Braddock Road,38.81,-77.05,21.27,6.87
8744,West Falls Church,38.9,-77.19,Braddock Road,38.81,-77.05,20.87,15.44
8840,West Hyattsville,38.96,-76.97,Braddock Road,38.81,-77.05,36.93,13.64
8936,Wheaton,39.04,-77.05,Braddock Road,38.81,-77.05,41.07,28.79
9032,White Flint,39.05,-77.11,Braddock Road,38.81,-77.05,40.78,24.92
9128,Wiehle-Reston East,38.95,-77.34,Braddock Road,38.81,-77.05,30.45,25.47
9224,Woodley Park,38.92,-77.05,Braddock Road,38.81,-77.05,20.0,10.19
8,Addison Road,38.89,-76.9,Branch Ave,38.83,-76.91,17.65,10.92
104,Anacostia,38.86,-77.0,Branch Ave,38.83,-76.91,15.02,6.38
200,Archives,38.89,-77.02,Branch Ave,38.83,-76.91,22.78,16.59
4617,Archives,38.89,-77.02,Branch Ave,38.83,-76.91,21.02,15.82
296,Arlington Cemetery,38.88,-77.06,Branch Ave,38.83,-76.91,25.87,19.73
392,Ashburn,39.0,-77.49,Branch Ave,38.83,-76.91,45.63,44.37
488,Ballston-MU,38.88,-77.11,Branch Ave,38.83,-76.91,32.77,21.65
584,Benning Road,38.89,-76.94,Branch Ave,38.83,-76.91,23.23,6.83
680,Bethesda,38.98,-77.09,Branch Ave,38.83,-76.91,38.43,29.63
776,Braddock Road,38.81,-77.05,Branch Ave,38.83,-76.91,20.53,11.92
969,Brookland-CUA,38.93,-76.99,Branch Ave,38.83,-76.91,32.9,19.35
1065,Capitol Heights,38.89,-76.91,Branch Ave,38.83,-76.91,21.52,7.17
1161,Capitol South,38.89,-77.01,Branch Ave,38.83,-76.91,23.58,8.4
1257,Cheverly,38.92,-76.92,Branch Ave,38.83,-76.91,20.93,16.19
1353,Clarendon,38.89,-77.1,Branch Ave,38.83,-76.91,30.2,20.96
1449,Cleveland Park,38.94,-77.06,Branch Ave,38.83,-76.91,34.6,21.62
8361,Cleveland Park,38.94,-77.06,Branch Ave,38.83,-76.91,37.38,22.26
1545,College Park-U of Md,38.98,-76.93,Branch Ave,38.83,-76.91,32.65,21.29
1641,Columbia Heights,38.93,-77.03,Branch Ave,38.83,-76.91,38.0,13.21
1737,Congress Heights,38.85,-76.99,Branch Ave,38.83,-76.91,15.72,5.45
1833,Court House,38.89,-77.09,Branch Ave,38.83,-76.91,30.83,19.33
1929,Crystal City,38.86,-77.05,Branch Ave,38.83,-76.91,29.08,14.64
2025,Deanwood,38.91,-76.93,Branch Ave,38.83,-76.91,28.77,8.02
2121,Dulles Airport,38.96,-77.45,Branch Ave,38.83,-76.91,45.38,41.72
2217,Dunn Loring,38.88,-77.23,Branch Ave,38.83,-76.91,26.28,24.44
2313,Dupont Circle,38.91,-77.04,Branch Ave,38.83,-76.91,32.15,18.34
2409,East Falls Church,38.89,-77.16,Branch Ave,38.83,-76.91,34.33,29.02
2505,Eastern Market,38.88,-77.0,Branch Ave,38.83,-76.91,22.05,6.83
2601,Eisenhower Ave,38.8,-77.07,Branch Ave,38.83,-76.91,15.48,10.69
2697,Farragut West,38.9,-77.04,Branch Ave,38.83,-76.91,31.65,12.11
2793,Farragut West,38.9,-77.04,Branch Ave,38.83,-76.91,30.77,18.16
2889,Waterfront,38.88,-77.02,Branch Ave,38.83,-76.91,21.33,9.62
8649,Waterfront,38.88,-77.02,Branch Ave,38.83,-76.91,22.1,8.08
2985,Smithsonian,38.89,-77.03,Branch Ave,38.83,-76.91,23.0,16.7
7209,Smithsonian,38.89,-77.03,Branch Ave,38.83,-76.91,22.62,10.41
3081,Foggy Bottom-GWU,38.9,-77.05,Branch Ave,38.83,-76.91,30.88,18.37
3177,Forest Glen,39.02,-77.04,Branch Ave,38.83,-76.91,29.63,25.61
3273,Fort Totten,38.95,-77.0,Branch Ave,38.83,-76.91,35.5,21.7
3369,Franconia-Springfield,38.77,-77.17,Branch Ave,38.83,-76.91,25.2,18.29
3465,Friendship Heights,38.96,-77.09,Branch Ave,38.83,-76.91,43.62,23.79
3561,Gallery Place,38.9,-77.02,Branch Ave,38.83,-76.91,26.85,9.93
4425,Gallery Place,38.9,-77.02,Branch Ave,38.83,-76.91,22.7,10.26
3657,Georgia Ave-Petworth,38.94,-77.02,Branch Ave,38.83,-76.91,35.57,19.86
3753,Glenmont,39.06,-77.05,Branch Ave,38.83,-76.91,40.03,29.1
3849,Greenbelt,39.01,-76.91,Branch Ave,38.83,-76.91,25.93,21.19
3945,Greensboro,38.92,-77.23,Branch Ave,38.83,-76.91,33.47,27.81
4041,Grosvenor-Strathmore,39.03,-77.1,Branch Ave,38.83,-76.91,36.7,30.31
4137,Herndon,38.95,-77.38,Branch Ave,38.83,-76.91,38.73,37.31
4233,Huntington,38.79,-77.08,Branch Ave,38.83,-76.91,16.93,11.45
4329,Innovation Center,38.96,-77.42,Branch Ave,38.83,-76.91,44.9,40.08
4521,King St-Old Town,38.81,-77.06,Branch Ave,38.83,-76.91,17.85,12.47
4713,Landover,38.93,-76.89,Branch Ave,38.83,-76.91,20.57,12.95
4809,Largo Town Center,38.9,-76.85,Branch Ave,38.83,-76.91,16.4,10.43
4905,Loudoun Gateway,38.99,-77.46,Branch Ave,38.83,-76.91,47.55,43.88
5001,McLean,38.92,-77.21,Branch Ave,38.83,-76.91,30.37,27.74
5097,Metro Center,38.9,-77.03,Branch Ave,38.83,-76.91,29.52,17.64
5289,Metro Center,38.9,-77.03,Branch Ave,38.83,-76.91,27.77,10.04
5193,Medical Center,39.0,-77.1,Branch Ave,38.83,-76.91,36.1,29.04
5385,Minnesota Ave,38.9,-76.95,Branch Ave,38.83,-76.91,23.77,6.98
5481,Morgan Boulevard,38.89,-76.87,Branch Ave,38.83,-76.91,16.07,9.68
5577,Shaw-Howard U,38.91,-77.02,Branch Ave,38.83,-76.91,25.68,11.14
7017,Shaw-Howard U,38.91,-77.02,Branch Ave,38.83,-76.91,28.77,11.69
5673,Navy Yard-Ballpark,38.88,-77.01,Branch Ave,38.83,-76.91,22.23,7.93
5769,Naylor Road,38.85,-76.96,Branch Ave,38.83,-76.91,9.88,3.44
5865,New Carrollton,38.95,-76.87,Branch Ave,38.83,-76.91,20.63,14.29
5961,NoMa-Gallaudet U,38.91,-77.0,Branch Ave,38.83,-76.91,29.65,11.76
6057,Pentagon,38.87,-77.05,Branch Ave,38.83,-76.91,26.85,18.71
6153,Pentagon City,38.86,-77.06,Branch Ave,38.83,-76.91,25.43,18.32
6249,Potomac Ave,38.88,-76.99,Branch Ave,38.83,-76.91,20.73,6.36
6345,Prince George's Plaza,38.97,-76.96,Branch Ave,38.83,-76.91,33.43,21.09
6441,Reston Town Center,38.95,-77.36,Branch Ave,38.83,-76.91,47.92,45.74
6537,Rhode Island Ave,38.92,-77.0,Branch Ave,38.83,-76.91,32.38,20.82
6633,Rockville,39.08,-77.15,Branch Ave,38.83,-76.91,44.72,36.28
6729,Ronald Reagan Washington National Airport,38.85,-77.04,Branch Ave,38.83,-76.91,25.23,15.05
6825,Rosslyn,38.9,-77.07,Branch Ave,38.83,-76.91,29.68,18.55
6921,Shady Grove,39.12,-77.16,Branch Ave,38.83,-76.91,46.55,42.11
7113,Silver Spring,38.99,-77.03,Branch Ave,38.83,-76.91,33.6,25.48
7305,Southern Ave,38.84,-76.98,Branch Ave,38.83,-76.91,13.8,4.71
7401,Spring Hill,38.93,-77.24,Branch Ave,38.83,-76.91,32.3,29.69
7497,Stadium-Armory,38.89,-76.98,Branch Ave,38.83,-76.91,21.47,8.02
7593,Suitland,38.84,-76.93,Branch Ave,38.83,-76.91,9.82,3.42
7689,Takoma,38.98,-77.02,Branch Ave,38.83,-76.91,42.75,23.55
7785,Tenleytown-AU,38.95,-77.08,Branch Ave,38.83,-76.91,39.67,22.88
7881,Twinbrook,39.06,-77.12,Branch Ave,38.83,-76.91,43.85,32.57
7977,Tysons Corner,38.92,-77.22,Branch Ave,38.83,-76.91,29.23,27.02
8073,U Street,38.92,-77.03,Branch Ave,38.83,-76.91,32.17,12.17
8169,Union Station,38.9,-77.01,Branch Ave,38.83,-76.91,26.38,10.61
8265,Van Dorn Street,38.8,-77.13,Branch Ave,38.83,-76.91,17.72,13.88
8457,Vienna,38.88,-77.27,Branch Ave,38.83,-76.91,34.32,31.34
8553,Virginia Sq-GMU,38.88,-77.1,Branch Ave,38.83,-76.91,30.95,21.2
8745,West Falls Church,38.9,-77.19,Branch Ave,38.83,-76.91,33.42,30.19
8841,West Hyattsville,38.96,-76.97,Branch Ave,38.83,-76.91,35.65,20.35
8937,Wheaton,39.04,-77.05,Branch Ave,38.83,-76.91,33.6,27.21
9033,White Flint,39.05,-77.11,Branch Ave,38.83,-76.91,38.5,31.19
9129,Wiehle-Reston East,38.95,-77.34,Branch Ave,38.83,-76.91,36.38,34.85
9225,Woodley Park,38.92,-77.05,Branch Ave,38.83,-76.91,31.72,20.67
9,Addison Road,38.89,-76.9,Brookland-CUA,38.93,-76.99,26.67,9.76
105,Anacostia,38.86,-77.0,Brookland-CUA,38.93,-76.99,19.05,7.03
201,Archives,38.89,-77.02,Brookland-CUA,38.93,-76.99,17.67,3.64
4618,Archives,38.89,-77.02,Brookland-CUA,38.93,-76.99,16.9,5.08
297,Arlington Cemetery,38.88,-77.06,Brookland-CUA,38.93,-76.99,21.75,9.0
393,Ashburn,39.0,-77.49,Brookland-CUA,38.93,-76.99,48.95,36.74
489,Ballston-MU,38.88,-77.11,Brookland-CUA,38.93,-76.99,28.65,10.92
585,Benning Road,38.89,-76.94,Brookland-CUA,38.93,-76.99,24.27,5.92
681,Bethesda,38.98,-77.09,Brookland-CUA,38.93,-76.99,31.17,8.82
777,Braddock Road,38.81,-77.05,Brookland-CUA,38.93,-76.99,29.35,11.29
873,Branch Ave,38.83,-76.91,Brookland-CUA,38.93,-76.99,32.22,13.44
1066,Capitol Heights,38.89,-76.91,Brookland-CUA,38.93,-76.99,23.78,7.31
1162,Capitol South,38.89,-77.01,Brookland-CUA,38.93,-76.99,16.57,4.56
1258,Cheverly,38.92,-76.92,Brookland-CUA,38.93,-76.99,16.95,5.32
1354,Clarendon,38.89,-77.1,Brookland-CUA,38.93,-76.99,26.08,10.23
1450,Cleveland Park,38.94,-77.06,Brookland-CUA,38.93,-76.99,17.97,3.91
8362,Cleveland Park,38.94,-77.06,Brookland-CUA,38.93,-76.99,19.93,4.42
1546,College Park-U of Md,38.98,-76.93,Brookland-CUA,38.93,-76.99,21.12,5.5
1642,Columbia Heights,38.93,-77.03,Brookland-CUA,38.93,-76.99,10.1,2.22
1738,Congress Heights,38.85,-76.99,Brookland-CUA,38.93,-76.99,24.75,9.47
1834,Court House,38.89,-77.09,Brookland-CUA,38.93,-76.99,24.52,9.77
1930,Crystal City,38.86,-77.05,Brookland-CUA,38.93,-76.99,20.17,7.47
2026,Deanwood,38.91,-76.93,Brookland-CUA,38.93,-76.99,18.57,5.42
2122,Dulles Airport,38.96,-77.45,Brookland-CUA,38.93,-76.99,48.5,34.06
2218,Dunn Loring,38.88,-77.23,Brookland-CUA,38.93,-76.99,32.37,19.65
2314,Dupont Circle,38.91,-77.04,Brookland-CUA,38.93,-76.99,19.1,3.73
2410,East Falls Church,38.89,-77.16,Brookland-CUA,38.93,-76.99,28.55,15.15
2506,Eastern Market,38.88,-77.0,Brookland-CUA,38.93,-76.99,19.25,6.07
2602,Eisenhower Ave,38.8,-77.07,Brookland-CUA,38.93,-76.99,34.82,12.87
2698,Farragut West,38.9,-77.04,Brookland-CUA,38.93,-76.99,18.9,3.76
2794,Farragut West,38.9,-77.04,Brookland-CUA,38.93,-76.99,20.78,4.01
2890,Waterfront,38.88,-77.02,Brookland-CUA,38.93,-76.99,16.93,4.68
8650,Waterfront,38.88,-77.02,Brookland-CUA,38.93,-76.99,18.93,5.46
2986,Smithsonian,38.89,-77.03,Brookland-CUA,38.93,-76.99,19.17,3.84
7210,Smithsonian,38.89,-77.03,Brookland-CUA,38.93,-76.99,21.58,4.46
3082,Foggy Bottom-GWU,38.9,-77.05,Brookland-CUA,38.93,-76.99,24.0,4.46
3178,Forest Glen,39.02,-77.04,Brookland-CUA,38.93,-76.99,26.33,9.09
3274,Fort Totten,38.95,-77.0,Brookland-CUA,38.93,-76.99,7.93,1.84
3370,Franconia-Springfield,38.77,-77.17,Brookland-CUA,38.93,-76.99,33.25,18.09
3466,Friendship Heights,38.96,-77.09,Brookland-CUA,38.93,-76.99,24.08,7.08
3562,Gallery Place,38.9,-77.02,Brookland-CUA,38.93,-76.99,16.53,3.3
4426,Gallery Place,38.9,-77.02,Brookland-CUA,38.93,-76.99,16.48,3.52
3658,Georgia Ave-Petworth,38.94,-77.02,Brookland-CUA,38.93,-76.99,8.5,2.25
3754,Glenmont,39.06,-77.05,Brookland-CUA,38.93,-76.99,36.73,12.58
3850,Greenbelt,39.01,-76.91,Brookland-CUA,38.93,-76.99,28.1,10.28
3946,Greensboro,38.92,-77.23,Brookland-CUA,38.93,-76.99,37.73,22.76
4042,Grosvenor-Strathmore,39.03,-77.1,Brookland-CUA,38.93,-76.99,33.4,13.79
4138,Herndon,38.95,-77.38,Brookland-CUA,38.93,-76.99,42.07,29.68
4234,Huntington,38.79,-77.08,Brookland-CUA,38.93,-76.99,30.82,16.38
4330,Innovation Center,38.96,-77.42,Brookland-CUA,38.93,-76.99,48.22,32.45
4522,King St-Old Town,38.81,-77.06,Brookland-CUA,38.93,-76.99,29.4,12.79
4714,Landover,38.93,-76.89,Brookland-CUA,38.93,-76.99,18.73,7.41
4810,Largo Town Center,38.9,-76.85,Brookland-CUA,38.93,-76.99,24.97,12.71
4906,Loudoun Gateway,38.99,-77.46,Brookland-CUA,38.93,-76.99,50.88,36.25
5002,McLean,38.92,-77.21,Brookland-CUA,38.93,-76.99,36.67,18.29
5098,Metro Center,38.9,-77.03,Brookland-CUA,38.93,-76.99,18.4,3.59
5290,Metro Center,38.9,-77.03,Brookland-CUA,38.93,-76.99,17.85,3.53
5194,Medical Center,39.0,-77.1,Brookland-CUA,38.93,-76.99,32.8,12.53
5386,Minnesota Ave,38.9,-76.95,Brookland-CUA,38.93,-76.99,21.83,5.43
5482,Morgan Boulevard,38.89,-76.87,Brookland-CUA,38.93,-76.99,27.4,10.04
5578,Shaw-Howard U,38.91,-77.02,Brookland-CUA,38.93,-76.99,12.77,2.81
7018,Shaw-Howard U,38.91,-77.02,Brookland-CUA,38.93,-76.99,11.22,2.44
5674,Navy Yard-Ballpark,38.88,-77.01,Brookland-CUA,38.93,-76.99,18.43,5.4
5770,Naylor Road,38.85,-76.96,Brookland-CUA,38.93,-76.99,25.07,9.95
5866,New Carrollton,38.95,-76.87,Brookland-CUA,38.93,-76.99,22.75,9.15
5962,NoMa-Gallaudet U,38.91,-77.0,Brookland-CUA,38.93,-76.99,13.0,2.92
6058,Pentagon,38.87,-77.05,Brookland-CUA,38.93,-76.99,22.73,7.98
6154,Pentagon City,38.86,-77.06,Brookland-CUA,38.93,-76.99,21.32,7.59
6250,Potomac Ave,38.88,-76.99,Brookland-CUA,38.93,-76.99,20.35,6.23
6346,Prince George's Plaza,38.97,-76.96,Brookland-CUA,38.93,-76.99,15.42,3.94
6442,Reston Town Center,38.95,-77.36,Brookland-CUA,38.93,-76.99,51.03,38.09
6538,Rhode Island Ave,38.92,-77.0,Brookland-CUA,38.93,-76.99,9.62,1.77
6634,Rockville,39.08,-77.15,Brookland-CUA,38.93,-76.99,41.4,19.77
6730,Ronald Reagan Washington National Airport,38.85,-77.04,Brookland-CUA,38.93,-76.99,20.35,7.73
6826,Rosslyn,38.9,-77.07,Brookland-CUA,38.93,-76.99,23.37,9.0
6922,Shady Grove,39.12,-77.16,Brookland-CUA,38.93,-76.99,43.65,24.64
7114,Silver Spring,38.99,-77.03,Brookland-CUA,38.93,-76.99,24.12,6.14
7306,Southern Ave,38.84,-76.98,Brookland-CUA,38.93,-76.99,28.25,11.03
7402,Spring Hill,38.93,-77.24,Brookland-CUA,38.93,-76.99,35.62,22.06
7498,Stadium-Armory,38.89,-76.98,Brookland-CUA,38.93,-76.99,21.13,4.51
7594,Suitland,38.84,-76.93,Brookland-CUA,38.93,-76.99,26.1,11.45
7690,Takoma,38.98,-77.02,Brookland-CUA,38.93,-76.99,14.75,4.31
7786,Tenleytown-AU,38.95,-77.08,Brookland-CUA,38.93,-76.99,24.08,5.47
7882,Twinbrook,39.06,-77.12,Brookland-CUA,38.93,-76.99,40.55,16.05
7978,Tysons Corner,38.92,-77.22,Brookland-CUA,38.93,-76.99,36.32,20.3
8074,U Street,38.92,-77.03,Brookland-CUA,38.93,-76.99,12.6,2.73
8170,Union Station,38.9,-77.01,Brookland-CUA,38.93,-76.99,14.43,3.12
8266,Van Dorn Street,38.8,-77.13,Brookland-CUA,38.93,-76.99,31.22,18.62
8458,Vienna,38.88,-77.27,Brookland-CUA,38.93,-76.99,40.42,26.55
8554,Virginia Sq-GMU,38.88,-77.1,Brookland-CUA,38.93,-76.99,26.83,10.47
8746,West Falls Church,38.9,-77.19,Brookland-CUA,38.93,-76.99,29.93,17.17
8842,West Hyattsville,38.96,-76.97,Brookland-CUA,38.93,-76.99,10.72,2.46
8938,Wheaton,39.04,-77.05,Brookland-CUA,38.93,-76.99,30.3,10.7
9034,White Flint,39.05,-77.11,Brookland-CUA,38.93,-76.99,35.2,14.67
9130,Wiehle-Reston East,38.95,-77.34,Brookland-CUA,38.93,-76.99,39.52,27.2
9226,Woodley Park,38.92,-77.05,Brookland-CUA,38.93,-76.99,18.68,3.56
10,Addison Road,38.89,-76.9,Capitol Heights,38.89,-76.91,4.92,1.69
106,Anacostia,38.86,-77.0,Capitol Heights,38.89,-76.91,16.28,6.8
202,Archives,38.89,-77.02,Capitol Heights,38.89,-76.91,20.58,9.18
4619,Archives,38.89,-77.02,Capitol Heights,38.89,-76.91,18.82,8.4
298,Arlington Cemetery,38.88,-77.06,Capitol Heights,38.89,-76.91,23.67,12.31
394,Ashburn,39.0,-77.49,Capitol Heights,38.89,-76.91,50.87,40.05
490,Ballston-MU,38.88,-77.11,Capitol Heights,38.89,-76.91,30.57,14.23
