,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_transit_minutes,google_transit_bus_minutes,google_transit_heavy_rail_minutes,google_transit_subway_minutes,google_transit_tram_minutes,google_transit_walking_minutes,google_transit_waiting_minutes
886,White Flint,39.047290000000004,-77.11246000000001,McLean,38.92461,-77.20898000000001,158.47,122.52,,,,5.7,30.25
140,College Park-U of Md,38.978260000000006,-76.92841,Ashburn,39.00468,-77.49094000000001,133.47,79.0,,15.0,,15.52,23.95
211,Dunn Loring,38.88282,-77.22843,Ashburn,39.00468,-77.49094000000001,71.87,16.0,,34.0,,10.6,11.27
241,Eastern Market,38.8842,-76.9959,Ashburn,39.00468,-77.49094000000001,100.73,55.0,,10.0,,13.27,22.47
405,Huntington,38.79352,-77.07536,Ashburn,39.00468,-77.49094000000001,134.82,65.6,,30.0,,19.32,19.9
448,Landover,38.9335,-76.89127,Ashburn,39.00468,-77.49094000000001,119.33,56.85,,24.0,,14.55,23.93
460,Largo Town Center,38.899770000000004,-76.84511,Ashburn,39.00468,-77.49094000000001,170.5,99.52,,10.0,,15.45,45.53
502,Metro Center,38.89831,-77.02816,Ashburn,39.00468,-77.49094000000001,97.7,59.0,,10.0,,12.33,16.37
511,Minnesota Ave,38.89891,-76.94691,Ashburn,39.00468,-77.49094000000001,104.12,60.8,,10.0,,15.3,18.02
548,Navy Yard-Ballpark,38.87644,-77.00551,Ashburn,39.00468,-77.49094000000001,113.98,62.0,,10.0,,11.97,30.02
753,Tenleytown-AU,38.94814,-77.07966,Ashburn,39.00468,-77.49094000000001,134.67,90.52,,10.0,,10.77,23.38
799,Van Dorn Street,38.79959,-77.12949,Ashburn,39.00468,-77.49094000000001,97.47,30.0,,35.0,,11.9,20.57
843,Waterfront,38.8768,-77.01763000000001,Ashburn,39.00468,-77.49094000000001,119.2,67.83,,10.0,,11.37,30.0
145,College Park-U of Md,38.978260000000006,-76.92841,Takoma,38.975530000000006,-77.01745000000001,56.07,45.62,,,,6.42,4.03
374,Greenbelt,39.010850000000005,-76.91152000000001,Takoma,38.975530000000006,-77.01745000000001,62.02,42.0,,,,5.82,14.2
446,L'Enfant Plaza,38.8853,-77.02206000000001,Takoma,38.975530000000006,-77.01745000000001,66.02,55.22,,,,3.78,7.02
522,Minnesota Ave,38.89891,-76.94691,Takoma,38.975530000000006,-77.01745000000001,87.82,75.58,,,,5.92,6.32
557,Navy Yard-Ballpark,38.87644,-77.00551,Takoma,38.975530000000006,-77.01745000000001,82.18,61.05,,,,3.72,17.42
564,Naylor Road,38.85089,-76.95682000000001,Takoma,38.975530000000006,-77.01745000000001,92.87,81.12,,,,6.9,4.85
811,Van Dorn Street,38.79959,-77.12949,Takoma,38.975530000000006,-77.01745000000001,128.42,83.45,,,,6.73,38.23
159,Congress Heights,38.845060000000004,-76.98774,Georgia Ave-Petworth,38.93697,-77.02458,79.98,60.18,,,,3.25,16.55
231,East Falls Church,38.88589,-77.15643,Georgia Ave-Petworth,38.93697,-77.02458,96.43,75.3,,,,5.23,15.9
480,McLean,38.92461,-77.20898000000001,Georgia Ave-Petworth,38.93697,-77.02458,126.55,92.8,,,,5.4,28.35
634,Rockville,39.084410000000005,-77.14691,Georgia Ave-Petworth,38.937020000000004,-77.02455,82.3,72.0,,,,1.68,8.62
650,Rosslyn,38.896010000000004,-77.07155,Georgia Ave-Petworth,38.93697,-77.02458,59.97,44.3,,,,9.08,6.58
684,Silver Spring,38.99392,-77.03144,Georgia Ave-Petworth,38.937020000000004,-77.02455,31.62,29.0,,,,2.62,0.0
696,Smithsonian,38.88801,-77.02850000000001,Georgia Ave-Petworth,38.93697,-77.02458,37.32,27.23,,,,10.08,0.0
726,Suitland,38.84427,-76.93218,Georgia Ave-Petworth,38.93697,-77.02458,82.88,60.3,,3.0,,6.1,13.48
756,Tenleytown-AU,38.94814,-77.07966,Georgia Ave-Petworth,38.93697,-77.02458,43.12,34.0,,,,4.02,5.1
161,Congress Heights,38.84503,-76.98772000000001,Mt Vernon Sq,38.9056,-77.02224000000001,22.82,,,15.0,,6.1,1.72
337,Gallery Place,38.89837,-77.02218,Mt Vernon Sq,38.9056,-77.02224000000001,7.1,4.92,,,,2.17,0.02
393,Grosvenor-Strathmore,39.028830000000006,-77.10392,Mt Vernon Sq,38.9056,-77.02224000000001,99.9,72.72,,,,13.7,13.48
554,Navy Yard-Ballpark,38.87661000000001,-77.00556,Mt Vernon Sq,38.9056,-77.02224000000001,12.73,,,9.0,,2.85,0.88
562,Naylor Road,38.85089,-76.95682000000001,Mt Vernon Sq,38.9056,-77.02224000000001,55.63,42.85,,,,3.43,9.35
570,New Carrollton,38.94825,-76.87212000000001,Mt Vernon Sq,38.9056,-77.02224000000001,81.88,65.87,,,,10.98,5.03
642,Ronald Reagan Washington National Airport,38.85351,-77.04400000000001,Mt Vernon Sq,38.9056,-77.02224000000001,19.73,,,16.0,,2.85,0.88
786,U Street,38.916900000000005,-77.02799,Mt Vernon Sq,38.9056,-77.02224000000001,6.73,,,3.0,,2.85,0.88
870,West Hyattsville,38.95572000000001,-76.9689,Mt Vernon Sq,38.9056,-77.02224000000001,31.27,14.85,,6.0,,4.67,5.75
163,Congress Heights,38.84503,-76.98772000000001,Vienna,38.877840000000006,-77.27141,133.77,102.92,,,,4.88,25.97
271,Farragut West,38.90142,-77.04127000000001,Vienna,38.877840000000006,-77.27141,114.48,96.9,,,,4.32,13.27
312,Forest Glen,39.015660000000004,-77.04399000000001,Vienna,38.877840000000006,-77.27141,177.33,146.67,,,,17.7,12.97
323,Fort Totten,38.952270000000006,-77.00237000000001,Vienna,38.877840000000006,-77.27141,179.18,149.97,,,,7.78,21.43
394,Grosvenor-Strathmore,39.028830000000006,-77.10392,Vienna,38.877840000000006,-77.27141,194.32,145.63,,,,16.57,32.12
424,Judiciary Square,38.89647,-77.01717000000001,Vienna,38.877840000000006,-77.27141,140.08,109.6,,,,11.77,18.72
534,Morgan Boulevard,38.893660000000004,-76.86848,Vienna,38.877840000000006,-77.27141,153.18,80.32,,8.0,,38.48,26.38
668,Shady Grove,39.12021,-77.16486,Vienna,38.877840000000006,-77.27141,208.1,176.45,,,,8.7,22.95
679,Shaw-Howard U,38.91386,-77.02205000000001,Vienna,38.877840000000006,-77.27141,58.7,16.82,,28.0,,8.53,5.35
749,Takoma,38.975530000000006,-77.01745000000001,Vienna,38.877840000000006,-77.27141,91.2,46.0,,30.0,,5.37,9.83
821,Van Ness-UDC,38.944370000000006,-77.06372,Vienna,38.877840000000006,-77.27141,157.82,126.0,,,,4.55,27.27
170,Court House,38.890730000000005,-77.0853,Spring Hill,38.928850000000004,-77.24133,79.53,63.12,,,,6.2,10.22
226,Dupont Circle,38.91008,-77.04422000000001,Spring Hill,38.928850000000004,-77.24133,51.95,,,28.0,,22.98,0.97
250,Eastern Market,38.8842,-76.9959,Spring Hill,38.928850000000004,-77.24133,119.4,92.53,,,,6.07,20.8
409,Huntington,38.79352,-77.07536,Spring Hill,38.928850000000004,-77.24133,92.43,65.6,,,,16.8,10.03
500,Medical Center,38.9992,-77.09751,Spring Hill,38.928850000000004,-77.24133,153.92,120.95,,,,8.77,24.2
508,Metro Center,38.89831,-77.02811000000001,Spring Hill,38.928850000000004,-77.24133,40.27,,,33.0,,6.13,1.13
644,Ronald Reagan Washington National Airport,38.853480000000005,-77.04409000000001,Spring Hill,38.928850000000004,-77.24133,62.95,30.0,,19.0,,7.65,6.3
698,Smithsonian,38.88801,-77.02850000000001,Spring Hill,38.928850000000004,-77.24133,44.5,,,36.0,,6.55,1.95
760,Tenleytown-AU,38.94814,-77.07966,Spring Hill,38.928850000000004,-77.24133,80.05,43.17,,20.0,,8.1,8.78
850,Waterfront,38.8768,-77.01763000000001,Spring Hill,38.928850000000004,-77.24133,64.87,12.42,,33.0,,11.08,8.37
171,Crystal City,38.85801,-77.05115,Arlington Cemetery,38.88458,-77.06344,28.55,10.0,,3.0,,7.88,7.67
199,Dulles Airport,38.95579,-77.44776,Arlington Cemetery,38.88458,-77.06344,62.97,,,48.0,,4.2,10.77
240,Eastern Market,38.8842,-76.9959,Arlington Cemetery,38.88458,-77.06344,45.5,24.2,,6.0,,10.78,4.52
314,Fort Totten,38.952270000000006,-77.00237000000001,Arlington Cemetery,38.88458,-77.06344,77.93,45.72,,11.0,,8.47,12.75
324,Franconia-Springfield,38.766380000000005,-77.16889,Arlington Cemetery,38.88458,-77.06344,63.47,30.15,,3.0,,10.12,20.2
681,Silver Spring,38.99392,-77.03144,Arlington Cemetery,38.88458,-77.06344,68.85,40.05,,9.0,,14.33,5.47
825,Vienna,38.877840000000006,-77.27141,Arlington Cemetery,38.88458,-77.06344,52.37,32.0,,3.0,,11.4,5.97
852,West Falls Church,38.900710000000004,-77.18893000000001,Arlington Cemetery,38.88458,-77.06344,37.8,,,19.0,,5.72,13.08
194,Deanwood,38.90834,-76.93491,Tenleytown-AU,38.94814,-77.07966,97.55,87.08,,,,5.02,5.45
340,Gallery Place,38.89837,-77.02218,Tenleytown-AU,38.94814,-77.07966,50.03,42.23,,,,4.0,3.8
416,Innovation Center,38.96065,-77.41707000000001,Tenleytown-AU,38.94814,-77.07966,103.73,46.35,,36.0,,12.18,9.2
466,Largo Town Center,38.90001,-76.84509000000001,Tenleytown-AU,38.94814,-77.07966,97.92,70.42,,10.0,,9.05,8.45
690,Silver Spring,38.99392,-77.03144,Tenleytown-AU,38.94814,-77.07966,43.82,29.05,,,,6.87,7.9
719,Stadium-Armory,38.88662,-76.97718,Tenleytown-AU,38.94814,-77.07966,76.37,68.32,,,,7.25,0.8
830,Vienna,38.877840000000006,-77.27141,Tenleytown-AU,38.94814,-77.07966,120.45,95.52,,,,6.57,18.37
197,Deanwood,38.90834,-76.93491,Wiehle-Reston East,38.94745,-77.33982,130.37,85.63,,,,25.32,19.42
257,Eisenhower Ave,38.800520000000006,-77.07094000000001,Wiehle-Reston East,38.94745,-77.33982,114.63,69.0,,9.0,,9.78,26.85
291,Federal Triangle,38.89379,-77.02868000000001,Wiehle-Reston East,38.94745,-77.33982,49.52,,,42.0,,6.7,0.82
427,Judiciary Square,38.89647,-77.01717000000001,Wiehle-Reston East,38.94745,-77.33982,70.58,17.23,,37.0,,8.45,7.9
438,King St-Old Town,38.80677,-77.06061000000001,Wiehle-Reston East,38.94745,-77.33982,117.4,89.0,,12.0,,8.58,7.82
622,Reston Town Center,38.95293,-77.36083,Wiehle-Reston East,38.94745,-77.33982,13.45,7.0,,,,5.95,0.5
751,Takoma,38.975530000000006,-77.01745000000001,Wiehle-Reston East,38.94745,-77.33982,97.77,46.0,,39.0,,7.68,5.08
779,Tysons Corner,38.920230000000004,-77.22232000000001,Wiehle-Reston East,38.94745,-77.33982,20.53,,,12.0,,7.78,0.75
200,Dulles Airport,38.95579,-77.44776,Dunn Loring,38.88282,-77.22843,59.77,18.0,,24.0,,8.73,9.03
258,Farragut North,38.903330000000004,-77.03955,Dunn Loring,38.88282,-77.22843,85.25,67.0,,,,7.43,10.82
315,Fort Totten,38.952270000000006,-77.00237000000001,Dunn Loring,38.88282,-77.22843,147.7,121.32,,,,5.25,21.13
357,Glenmont,39.06213,-77.05336000000001,Dunn Loring,38.88282,-77.22844,121.83,66.7,,26.0,,16.22,12.92
381,Greensboro,38.9208,-77.23356000000001,Dunn Loring,38.88282,-77.22843,35.3,15.68,,,,19.28,0.33
537,Mt Vernon Sq,38.9056,-77.02224000000001,Dunn Loring,38.88282,-77.22843,104.12,84.9,,,,6.92,12.3
834,Virginia Sq-GMU,38.88298,-77.10312,Dunn Loring,38.88282,-77.22843,53.57,39.0,,,,13.75,0.82
882,White Flint,39.047290000000004,-77.11246000000001,Dunn Loring,38.88282,-77.22843,166.55,131.5,,,,7.13,27.92
896,Wiehle-Reston East,38.94745,-77.33982,Dunn Loring,38.88282,-77.22843,49.65,18.0,,11.0,,11.2,9.45
206,Dulles Airport,38.95579,-77.44776,Medical Center,38.9992,-77.09751,128.38,52.95,,46.0,,11.78,17.65
259,Farragut North,38.903330000000004,-77.03955,Medical Center,38.9992,-77.09751,70.37,50.67,,,,6.3,13.4
392,Grosvenor-Strathmore,39.028830000000006,-77.10392,Medical Center,38.9992,-77.09751,16.33,8.52,,,,7.55,0.27
453,Landover,38.9335,-76.89127,Medical Center,38.9992,-77.09751,120.63,90.0,,3.0,,3.5,24.13
578,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,Medical Center,38.9992,-77.09751,92.35,71.43,,,,6.75,14.17
625,Rhode Island Ave,38.92051,-76.99610000000001,Medical Center,38.9992,-77.09751,60.63,33.23,,12.0,,5.5,9.9
718,Stadium-Armory,38.88662,-76.97718,Medical Center,38.9992,-77.09751,110.33,92.93,,,,6.0,11.4
848,Waterfront,38.8768,-77.01763000000001,Medical Center,38.9992,-77.09751,103.95,85.67,,,,8.45,9.83
207,Dulles Airport,38.95579,-77.44776,Minnesota Ave,38.89891,-76.94691,105.12,36.98,,52.0,,7.12,9.02
325,Franconia-Springfield,38.766380000000005,-77.16889,Minnesota Ave,38.89891,-76.94691,127.2,78.65,,,,6.3,42.25
464,Largo Town Center,38.90001,-76.84509000000001,Minnesota Ave,38.89891,-76.94691,36.95,14.8,,7.0,,7.7,7.45
490,McPherson Sq,38.901250000000005,-77.03295,Minnesota Ave,38.89891,-76.94691,42.92,36.98,,,,5.92,0.02
498,Medical Center,38.9992,-77.09751,Minnesota Ave,38.89891,-76.94691,115.97,90.0,,,,9.97,16.0
553,Navy Yard-Ballpark,38.87644,-77.00551,Minnesota Ave,38.89891,-76.94691,35.5,30.42,,,,4.33,0.75
688,Silver Spring,38.99392,-77.03144,Minnesota Ave,38.89891,-76.94691,79.62,69.0,,,,5.85,4.77
859,West Falls Church,38.900710000000004,-77.18893000000001,Minnesota Ave,38.89891,-76.94691,80.95,45.57,,19.0,,7.2,9.18
212,Dunn Loring,38.88282,-77.22843,Capitol Heights,38.88918,-76.91311,170.8,129.98,,,,2.53,38.28
229,East Falls Church,38.88589,-77.15643,Capitol Heights,38.88918,-76.91311,117.3,92.83,,,,2.0,22.47
485,McPherson Sq,38.901250000000005,-77.03295,Capitol Heights,38.88918,-76.91311,52.35,42.78,,,,4.35,5.22
630,Rockville,39.084410000000005,-77.14691,Capitol Heights,38.88918,-76.91311,151.3,122.0,,,,3.72,25.58
894,Wiehle-Reston East,38.94745,-77.33982,Capitol Heights,38.88918,-76.91311,130.8,74.1,,27.0,,6.82,22.88
907,Woodley Park,38.92488,-77.05252,Capitol Heights,38.88918,-76.91311,67.82,64.1,,,,3.72,0.0
221,Dupont Circle,38.91008,-77.04422000000001,Addison Road,38.886720000000004,-76.89575,88.22,58.95,,,,19.2,10.07
239,Eastern Market,38.88423,-76.99588,Addison Road,38.886720000000004,-76.89575,44.25,31.2,,,,8.67,4.38
272,Federal Center SW,38.884890000000006,-77.01572,Addison Road,38.886720000000004,-76.89575,23.8,,,18.0,,4.5,1.3
376,Greensboro,38.9208,-77.23356000000001,Addison Road,38.886720000000004,-76.89575,173.5,115.97,,,,19.27,38.27
623,Rhode Island Ave,38.920440000000006,-76.99599,Addison Road,38.886720000000004,-76.89575,65.85,48.33,,,,2.75,14.77
646,Rosslyn,38.895970000000005,-77.07173,Addison Road,38.886720000000004,-76.89575,97.83,65.93,,,,6.97,24.93
680,Silver Spring,38.99392,-77.03144,Addison Road,38.886720000000004,-76.89575,92.18,74.82,,,,8.88,8.48
712,Stadium-Armory,38.88662,-76.97718,Addison Road,38.886720000000004,-76.89575,16.65,,,10.0,,5.15,1.5
770,Tysons Corner,38.920230000000004,-77.22232000000001,Addison Road,38.886720000000004,-76.89575,167.42,117.28,,,,11.85,38.28
305,Forest Glen,39.015660000000004,-77.04399000000001,Herndon,38.95243,-77.38459,119.55,43.53,,42.0,,15.17,18.85
430,King St-Old Town,38.80677,-77.06061000000001,Herndon,38.95243,-77.38459,121.48,89.0,,17.0,,7.87,7.62
651,Rosslyn,38.896010000000004,-77.07155,Herndon,38.95243,-77.38459,61.53,24.0,,26.0,,6.27,5.27
662,Shady Grove,39.11999,-77.16476,Herndon,38.95243,-77.38459,167.02,100.52,,23.0,,18.33,25.17
743,Takoma,38.975530000000006,-77.01745000000001,Herndon,38.95243,-77.38459,101.85,46.0,,44.0,,6.97,4.88
803,Van Dorn Street,38.79959,-77.12949,Herndon,38.95243,-77.38459,81.65,30.0,,18.0,,13.08,20.57
884,White Flint,39.047290000000004,-77.11246000000001,Herndon,38.95243,-77.38459,130.98,62.42,,42.0,,11.62,14.95
333,Gallery Place,38.89837,-77.02218,Anacostia,38.86274,-76.99545,42.05,37.0,,,,5.0,0.05
377,Greensboro,38.9208,-77.23356000000001,Anacostia,38.86274,-76.99545,140.18,94.95,,,,22.85,22.38
396,Herndon,38.95243,-77.38459,Anacostia,38.86274,-76.99545,96.37,32.38,,47.0,,9.85,7.13
573,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,Anacostia,38.86274,-76.99545,42.1,35.83,,,,5.83,0.43
734,Takoma,38.975530000000006,-77.01745000000001,Anacostia,38.86274,-76.99545,90.12,80.07,,,,3.22,6.83
861,West Hyattsville,38.95573,-76.96882000000001,Anacostia,38.86274,-76.99545,80.3,68.37,,,,3.28,8.65
370,Greenbelt,39.010850000000005,-76.91152000000001,Eastern Market,38.8842,-76.9959,111.55,78.13,,,,7.17,26.25
471,Loudoun Gateway,38.993030000000005,-77.45999,Eastern Market,38.88423,-76.99588,94.48,26.95,,53.0,,4.22,10.32
516,Minnesota Ave,38.89916,-76.94674,Eastern Market,38.88432,-76.99594,9.0,,,9.0,,,0.0
594,Pentagon City,38.862790000000004,-77.05932,Eastern Market,38.8842,-76.9959,53.72,34.0,,,,14.7,5.02
865,West Hyattsville,38.95573,-76.96882000000001,Eastern Market,38.8842,-76.9959,77.02,58.77,,,,4.95,13.3
909,Woodley Park,38.92495,-77.05262,Eastern Market,38.88423,-76.99588,52.27,38.0,,,,5.32,8.95
406,Huntington,38.79352,-77.07536,Cheverly,38.916160000000005,-76.91657000000001,155.97,97.22,,,,19.93,38.82
478,McLean,38.92461,-77.20898000000001,Cheverly,38.91621000000001,-76.91664,151.1,102.35,,5.0,,12.12,31.63
504,Metro Center,38.89831,-77.02816,Cheverly,38.91621000000001,-76.91664,48.43,28.0,,5.0,,9.97,5.47
581,Pentagon,38.869260000000004,-77.05415,Cheverly,38.91621000000001,-76.91664,76.55,52.6,,5.0,,7.83,11.12
658,Shady Grove,39.12021,-77.16486,Cheverly,38.916160000000005,-76.91657000000001,140.43,116.3,,,,4.87,19.27
754,Tenleytown-AU,38.94814,-77.07966,Cheverly,38.916160000000005,-76.91657000000001,86.95,51.0,,9.0,,7.37,19.58
815,Van Ness-UDC,38.944370000000006,-77.06372,Cheverly,38.91621000000001,-76.91664,93.58,68.0,,5.0,,9.68,10.9
505,Metro Center,38.89838,-77.02808,Cleveland Park,38.93596,-77.05866,12.82,,,9.0,,2.75,1.07
512,Minnesota Ave,38.89891,-76.94691,Cleveland Park,38.93582,-77.05852,75.53,60.25,,,,8.45,6.83
772,Tysons Corner,38.920230000000004,-77.22232000000001,Cleveland Park,38.93582,-77.05852,130.85,89.43,,,,8.75,32.67
855,West Falls Church,38.900710000000004,-77.18893000000001,Cleveland Park,38.93582,-77.05852,56.0,22.25,,21.0,,6.43,6.32
0,Addison Road,38.886720000000004,-76.89575,Benning Road,38.890440000000005,-76.93745000000001,10.12,,,5.0,,3.68,1.43
7,Anacostia,38.86278,-76.99551000000001,Benning Road,38.89045,-76.93757000000001,54.2,44.0,,,,5.7,4.5
136,Clarendon,38.886970000000005,-77.09534000000001,Benning Road,38.89045,-76.93757000000001,101.88,72.3,,,,3.87,25.72
213,Deanwood,38.90834,-76.93491,Benning Road,38.89045,-76.93757000000001,21.67,15.9,,,,5.73,0.03
312,Foggy Bottom-GWU,38.90077,-77.05061,Benning Road,38.89045,-76.93757000000001,59.93,47.78,,,,6.93,5.22
494,McLean,38.92461,-77.20898000000001,Benning Road,38.89045,-76.93757000000001,132.77,100.45,,,,5.68,26.63
562,Navy Yard-Ballpark,38.87644,-77.00551,Benning Road,38.89045,-76.93757000000001,48.5,33.88,,,,6.93,7.68
731,Spring Hill,38.928850000000004,-77.24133,Benning Road,38.89045,-76.93757000000001,97.48,34.3,,32.0,,10.57,20.62
826,Vienna,38.877840000000006,-77.27141,Benning Road,38.89045,-76.93757000000001,127.6,87.27,,,,11.63,28.7
1,Addison Road,38.886720000000004,-76.89575,Brookland-CUA,38.933690000000006,-76.9946,70.62,63.92,,,,2.62,4.08
8,Anacostia,38.86278,-76.99551000000001,Brookland-CUA,38.933800000000005,-76.99448000000001,65.25,54.0,,,,6.65,4.6
76,Braddock Road,38.813550000000006,-77.05384000000001,Brookland-CUA,38.933800000000005,-76.99448000000001,85.47,69.95,,,,3.32,12.2
357,Friendship Heights,38.96041,-77.08568000000001,Brookland-CUA,38.933800000000005,-76.99448000000001,63.53,52.13,,,,2.43,8.97
437,Innovation Center,38.96065,-77.41707000000001,Brookland-CUA,38.933800000000005,-76.99448000000001,102.43,35.0,,46.0,,13.0,8.43
469,Landover,38.93345,-76.89121,Brookland-CUA,38.933800000000005,-76.99448000000001,70.63,47.3,,,,5.4,17.93
521,Metro Center,38.89831,-77.02816,Brookland-CUA,38.933800000000005,-76.99448000000001,35.8,29.1,,,,6.27,0.43
577,Naylor Road,38.85089,-76.95682000000001,Brookland-CUA,38.933800000000005,-76.99448000000001,95.05,86.02,,,,5.18,3.85
652,Rockville,39.084410000000005,-77.14691,Brookland-CUA,38.933800000000005,-76.99448000000001,66.15,47.0,,9.0,,4.22,5.93
2,Addison Road,38.886720000000004,-76.89575,Capitol South,38.88542,-77.00611,21.07,,,16.0,,3.67,1.4
45,Ballston-MU,38.88212,-77.11187000000001,Capitol South,38.88542,-77.006,70.65,56.68,,,,8.4,5.57
63,Bethesda,38.984320000000004,-77.09441000000001,Capitol South,38.88542,-77.006,86.78,59.93,,,,12.35,14.5
238,Dupont Circle,38.91008,-77.04422000000001,Capitol South,38.88542,-77.006,33.38,21.62,,,,8.2,3.57
262,Eisenhower Ave,38.80048,-77.07090000000001,Capitol South,38.88542,-77.006,83.05,61.13,,,,10.78,11.13
496,McLean,38.92461,-77.20898000000001,Capitol South,38.88542,-77.006,101.13,74.03,,,,10.35,16.75
565,Navy Yard-Ballpark,38.87644,-77.00551,Capitol South,38.88542,-77.006,16.87,,,,,16.87,0.0
715,Smithsonian,38.88801,-77.02850000000001,Capitol South,38.88542,-77.006,18.77,5.32,,,,13.45,0.0
873,White Flint,39.047290000000004,-77.11246000000001,Capitol South,38.88542,-77.006,100.83,85.42,,,,6.4,9.02
3,Addison Road,38.886720000000004,-76.89575,Congress Heights,38.845060000000004,-76.98774,52.93,41.38,,,,2.48,9.07
64,Bethesda,38.984320000000004,-77.09441000000001,Congress Heights,38.845060000000004,-76.98774,117.53,89.42,,,,9.38,18.73
86,Branch Ave,38.82714,-76.91250000000001,Congress Heights,38.84503,-76.98772000000001,16.37,,,11.0,,4.3,1.07
169,Columbia Heights,38.92871,-77.03280000000001,Congress Heights,38.845060000000004,-76.98774,80.22,61.87,,,,2.98,15.37
239,Dupont Circle,38.91008,-77.04422000000001,Congress Heights,38.845060000000004,-76.98774,70.48,56.73,,,,5.9,7.85
274,Farragut North,38.903330000000004,-77.03955,Congress Heights,38.845060000000004,-76.98774,60.67,47.23,,,,7.92,5.52
507,McPherson Sq,38.901250000000005,-77.03295,Congress Heights,38.84503,-76.98772000000001,62.1,47.1,,,,7.37,7.63
515,Medical Center,38.9992,-77.09751,Congress Heights,38.845060000000004,-76.98774,136.52,116.0,,,,8.12,12.4
542,Morgan Boulevard,38.893660000000004,-76.86847,Congress Heights,38.845060000000004,-76.98774,57.45,36.0,,8.0,,7.02,6.43
614,Pentagon City,38.862790000000004,-77.05932,Congress Heights,38.845060000000004,-76.98774,79.55,50.18,,,,14.28,15.08
4,Addison Road,38.886720000000004,-76.89575,Glenmont,39.062070000000006,-77.05344000000001,115.07,97.25,,,,3.15,14.67
97,Brookland-CUA,38.933800000000005,-76.99448000000001,Glenmont,39.062070000000006,-77.05344000000001,24.43,,,20.0,,3.55,0.88
195,Court House,38.890730000000005,-77.0853,Glenmont,39.062070000000006,-77.05344000000001,119.43,97.22,,,,11.55,10.67
319,Foggy Bottom-GWU,38.90077,-77.05061,Glenmont,39.062070000000006,-77.05344000000001,94.83,73.93,,,,8.43,12.47
339,Fort Totten,38.95208,-77.00227000000001,Glenmont,39.062070000000006,-77.05344000000001,20.83,,,17.0,,3.0,0.83
533,Minnesota Ave,38.89916,-76.94674,Glenmont,39.06213,-77.05336000000001,111.87,78.4,,2.0,,4.78,26.68
570,Navy Yard-Ballpark,38.87644,-77.00551,Glenmont,39.062070000000006,-77.05344000000001,120.62,91.65,,,,6.58,22.38
579,Naylor Road,38.85089,-76.95682000000001,Glenmont,39.062070000000006,-77.05344000000001,131.3,112.38,,,,5.72,13.2
798,U Street,38.91677,-77.028,Glenmont,39.062070000000006,-77.05344000000001,81.33,60.0,,,,15.13,6.2
5,Addison Road,38.886720000000004,-76.89575,Landover,38.93345,-76.89121,33.97,21.73,,,,2.35,9.88
13,Anacostia,38.86278,-76.99551000000001,Landover,38.9335,-76.89127,56.7,32.0,,8.0,,5.45,11.25
291,Farragut West,38.90142,-77.04127000000001,Landover,38.9335,-76.89127,64.5,43.82,,8.0,,3.92,8.77
351,Franconia-Springfield,38.766380000000005,-77.16889,Landover,38.9335,-76.89127,103.2,43.33,,22.0,,6.93,30.93
511,McPherson Sq,38.901250000000005,-77.03295,Landover,38.9335,-76.89127,56.72,36.98,,8.0,,6.62,5.12
536,Minnesota Ave,38.89916,-76.94674,Landover,38.9335,-76.89127,8.0,,,8.0,,,0.0
631,Prince George's Plaza,38.96508,-76.95559,Landover,38.9335,-76.89127,40.38,28.0,,2.0,,5.07,5.32
665,Ronald Reagan Washington National Airport,38.85351,-77.04400000000001,Landover,38.9335,-76.89127,41.0,,,32.0,,0.77,8.23
777,Tenleytown-AU,38.94814,-77.07966,Landover,38.9335,-76.89127,95.33,70.63,,8.0,,5.3,11.4
850,Waterfront,38.8768,-77.01763000000001,Landover,38.9335,-76.89127,49.87,15.4,,16.0,,5.35,13.12
888,Woodley Park,38.92495,-77.05262,Landover,38.9335,-76.89127,83.83,57.77,,8.0,,8.2,9.87
6,Addison Road,38.886720000000004,-76.89575,Mt Vernon Sq,38.9056,-77.02224000000001,74.97,50.0,,,,14.25,10.72
121,Capitol South,38.88542,-77.006,Mt Vernon Sq,38.9056,-77.02224000000001,25.82,11.58,,,,8.78,5.45
385,Glenmont,39.06213,-77.05336000000001,Mt Vernon Sq,38.9056,-77.02224000000001,80.1,70.2,,,,5.35,4.55
394,Greenbelt,39.010850000000005,-76.91152000000001,Mt Vernon Sq,38.9056,-77.02224000000001,41.28,14.85,,16.0,,5.03,5.4
538,Minnesota Ave,38.89891,-76.94691,Mt Vernon Sq,38.9056,-77.02224000000001,47.17,33.0,,,,13.22,0.95
695,Shaw-Howard U,38.91386,-77.02205000000001,Mt Vernon Sq,38.9056,-77.02224000000001,5.87,3.62,,,,2.25,0.0
745,Stadium-Armory,38.88662,-76.97718,Mt Vernon Sq,38.9056,-77.02224000000001,46.3,34.83,,,,5.2,6.27
817,Van Dorn Street,38.79959,-77.12949,Mt Vernon Sq,38.9056,-77.02224000000001,56.78,23.0,,10.0,,7.03,16.75
9,Anacostia,38.86278,-76.99551000000001,Clarendon,38.886970000000005,-77.09534000000001,84.23,62.0,,,,4.48,17.75
78,Braddock Road,38.813390000000005,-77.05397,Clarendon,38.886970000000005,-77.09534000000001,65.78,52.0,,,,1.97,11.82
